course_name,video_url,duration_seconds,start_ms,end_ms,type,confidence,evidence_path,review_label,notes,algorithm_version,config_summary
"0912空中交通管理与签派_1223121_1223122_90020060,徐月芳,__2025年9月12号17时10分","http://192.168.29.12:5555/course/0912%E7%A9%BA%E4%B8%AD%E4%BA%A4%E9%80%9A%E7%AE%A1%E7%90%86%E4%B8%8E%E7%AD%BE%E6%B4%BE_1223121_1223122_90020060,%E5%BE%90%E6%9C%88%E8%8A%B3,__2025%E5%B9%B49%E6%9C%8812%E5%8F%B717%E6%97%B610%E5%88%86/PPT.mp4",3300.107,2372747,2622064,SUSPECTED_VIDEO_PLAYBACK,0.659,harness/artifacts/20260807-threshold-calibration-v3/review/57ed7e723d5bbcd6/segment-0001-2372747-2622064/contact-sheet.jpg,CONFIRMED_VIDEO,用户标注视频播放真值；检测边界误差在20秒门槛内,V1.0.0_20260806,"{""active_grid_ratio"":0.18,""candidate_stable_ms"":2000,""changed_pixel_ratio"":0.04,""confirmation_ms"":5000,""contiguous_similarity"":0.99,""dynamic_detection_enabled"":true,""exit_stable_ms"":3000,""grid_columns"":4,""grid_rows"":4,""merge_gap_ms"":20000,""pixel_difference_threshold"":30,""required_active_ratio"":0.7,""sample_interval_ms"":1000,""saved_similarity"":0.98,""window_ms"":8000}"
"0912空中交通管理与签派_1223121_1223122_90020060,徐月芳,__2025年9月12号17时10分","http://192.168.29.12:5555/course/0912%E7%A9%BA%E4%B8%AD%E4%BA%A4%E9%80%9A%E7%AE%A1%E7%90%86%E4%B8%8E%E7%AD%BE%E6%B4%BE_1223121_1223122_90020060,%E5%BE%90%E6%9C%88%E8%8A%B3,__2025%E5%B9%B49%E6%9C%8812%E5%8F%B717%E6%97%B610%E5%88%86/PPT.mp4",3300.107,3291693,3299833,SUSPECTED_VIDEO_PLAYBACK,0.6094,harness/artifacts/20260807-threshold-calibration-v3/review/216421e1dfe39560/segment-0001-3291693-3299833/contact-sheet.jpg,CONFIRMED_SCROLL,逐秒静态证据确认课程网页持续滚动超过8秒,V1.0.0_20260806,"{""active_grid_ratio"":0.18,""candidate_stable_ms"":2000,""changed_pixel_ratio"":0.04,""confirmation_ms"":5000,""contiguous_similarity"":0.99,""dynamic_detection_enabled"":true,""exit_stable_ms"":3000,""grid_columns"":4,""grid_rows"":4,""merge_gap_ms"":20000,""pixel_difference_threshold"":30,""required_active_ratio"":0.7,""sample_interval_ms"":1000,""saved_similarity"":0.98,""window_ms"":8000}"
